,시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
472,8,11170570,600,서울,용산구,원효로2동,2018,4
473,13,11170580,658,서울,용산구,효창동,2018,4
474,7,11170580,624,서울,용산구,효창동,2018,4
475,14,11170580,654,서울,용산구,효창동,2018,4
476,4,11170580,587,서울,용산구,효창동,2018,4
477,9,11170580,628,서울,용산구,효창동,2018,4
478,21,11170580,650,서울,용산구,효창동,2018,4
479,11,11170580,626,서울,용산구,효창동,2018,4
480,1,11170580,577,서울,용산구,효창동,2018,4
481,18,11170580,608,서울,용산구,효창동,2018,4
482,8,11170580,572,서울,용산구,효창동,2018,4
483,23,11170590,598,서울,용산구,용문동,2018,4
484,13,11170590,500,서울,용산구,용문동,2018,4
485,3,11170590,644,서울,용산구,용문동,2018,4
486,20,11170590,583,서울,용산구,용문동,2018,4
487,14,11170590,543,서울,용산구,용문동,2018,4
488,4,11170590,634,서울,용산구,용문동,2018,4
489,21,11170590,589,서울,용산구,용문동,2018,4
491,10,11170590,567,서울,용산구,용문동,2018,4
492,0,11170590,617,서울,용산구,용문동,2018,4
493,17,11170590,553,서울,용산구,용문동,2018,4
495,15,11170590,573,서울,용산구,용문동,2018,4
496,15,11170625,1452,서울,용산구,한강로동,2018,4
497,16,11170625,1403,서울,용산구,한강로동,2018,4
498,0,11170625,861,서울,용산구,한강로동,2018,4
499,17,11170625,1392,서울,용산구,한강로동,2018,4
500,7,11170625,921,서울,용산구,한강로동,2018,4
501,9,11170625,1079,서울,용산구,한강로동,2018,4
503,23,11170625,845,서울,용산구,한강로동,2018,4
504,13,11170625,1405,서울,용산구,한강로동,2018,4
505,3,11170625,828,서울,용산구,한강로동,2018,4
506,14,11170625,1386,서울,용산구,한강로동,2018,4
507,20,11170625,1148,서울,용산구,한강로동,2018,4
508,10,11170625,1088,서울,용산구,한강로동,2018,4
514,11,11170625,1192,서울,용산구,한강로동,2018,4
515,12,11170630,600,서울,용산구,이촌1동,2018,4
516,2,11170630,614,서울,용산구,이촌1동,2018,4
517,19,11170630,480,서울,용산구,이촌1동,2018,4
518,9,11170630,543,서울,용산구,이촌1동,2018,4
519,13,11170630,516,서울,용산구,이촌1동,2018,4
520,3,11170630,492,서울,용산구,이촌1동,2018,4
521,20,11170630,496,서울,용산구,이촌1동,2018,4
522,10,11170630,541,서울,용산구,이촌1동,2018,4
523,0,11170630,489,서울,용산구,이촌1동,2018,4
524,17,11170630,476,서울,용산구,이촌1동,2018,4
525,7,11170630,484,서울,용산구,이촌1동,2018,4
526,15,11170630,477,서울,용산구,이촌1동,2018,4
527,5,11170630,465,서울,용산구,이촌1동,2018,4
531,1,11170630,453,서울,용산구,이촌1동,2018,4
532,18,11170630,445,서울,용산구,이촌1동,2018,4
538,6,11170630,461,서울,용산구,이촌1동,2018,4
539,23,11170630,459,서울,용산구,이촌1동,2018,4
543,8,11170630,494,서울,용산구,이촌1동,2018,4
550,4,11170630,454,서울,용산구,이촌1동,2018,4
554,16,11170640,435,서울,용산구,이촌2동,2018,4
555,20,11170640,425,서울,용산구,이촌2동,2018,4
556,10,11170640,433,서울,용산구,이촌2동,2018,4
557,0,11170640,427,서울,용산구,이촌2동,2018,4
558,17,11170640,411,서울,용산구,이촌2동,2018,4
559,22,11170640,441,서울,용산구,이촌2동,2018,4
560,23,11170640,472,서울,용산구,이촌2동,2018,4
561,15,11170640,500,서울,용산구,이촌2동,2018,4
562,9,11170640,495,서울,용산구,이촌2동,2018,4
563,21,11170640,508,서울,용산구,이촌2동,2018,4
564,20,11170650,1066,서울,용산구,이태원1동,2018,4
565,10,11170650,841,서울,용산구,이태원1동,2018,4
566,0,11170650,1527,서울,용산구,이태원1동,2018,4
567,17,11170650,1091,서울,용산구,이태원1동,2018,4
568,14,11170650,1064,서울,용산구,이태원1동,2018,4
569,4,11170650,1217,서울,용산구,이태원1동,2018,4
570,15,11170650,1141,서울,용산구,이태원1동,2018,4
571,5,11170650,1116,서울,용산구,이태원1동,2018,4
572,16,11170660,644,서울,용산구,이태원2동,2018,4
573,6,11170660,656,서울,용산구,이태원2동,2018,4
574,23,11170660,665,서울,용산구,이태원2동,2018,4
575,10,11170660,633,서울,용산구,이태원2동,2018,4
576,12,11170660,635,서울,용산구,이태원2동,2018,4
577,2,11170660,653,서울,용산구,이태원2동,2018,4
578,19,11170660,617,서울,용산구,이태원2동,2018,4
579,3,11170660,646,서울,용산구,이태원2동,2018,4
580,20,11170660,619,서울,용산구,이태원2동,2018,4
582,0,11170660,660,서울,용산구,이태원2동,2018,4
583,17,11170660,617,서울,용산구,이태원2동,2018,4
584,7,11170660,651,서울,용산구,이태원2동,2018,4
585,10,11170685,636,서울,용산구,한남동,2018,4
586,4,11170685,647,서울,용산구,한남동,2018,4
587,15,11170685,769,서울,용산구,한남동,2018,4
588,5,11170685,658,서울,용산구,한남동,2018,4
589,22,11170685,664,서울,용산구,한남동,2018,4
590,12,11170685,735,서울,용산구,한남동,2018,4
591,2,11170685,683,서울,용산구,한남동,2018,4
592,19,11170685,730,서울,용산구,한남동,2018,4
593,9,11170685,610,서울,용산구,한남동,2018,4
594,16,11170685,687,서울,용산구,한남동,2018,4
595,6,11170685,544,서울,용산구,한남동,2018,4
596,23,11170685,517,서울,용산구,한남동,2018,4
601,13,11170685,641,서울,용산구,한남동,2018,4
602,3,11170685,550,서울,용산구,한남동,2018,4
610,23,11170690,472,서울,용산구,서빙고동,2018,4
611,13,11170690,668,서울,용산구,서빙고동,2018,4
612,3,11170690,485,서울,용산구,서빙고동,2018,4
613,14,11170690,690,서울,용산구,서빙고동,2018,4
614,4,11170690,495,서울,용산구,서빙고동,2018,4
615,21,11170690,568,서울,용산구,서빙고동,2018,4
616,11,11170690,674,서울,용산구,서빙고동,2018,4
617,0,11170690,517,서울,용산구,서빙고동,2018,4
618,17,11170690,682,서울,용산구,서빙고동,2018,4
619,7,11170690,586,서울,용산구,서빙고동,2018,4
622,1,11170690,570,서울,용산구,서빙고동,2018,4
623,18,11170690,903,서울,용산구,서빙고동,2018,4
624,8,11170690,857,서울,용산구,서빙고동,2018,4
625,15,11170690,977,서울,용산구,서빙고동,2018,4
626,16,11170700,626,서울,용산구,보광동,2018,4
627,6,11170700,702,서울,용산구,보광동,2018,4
628,23,11170700,738,서울,용산구,보광동,2018,4
629,13,11170700,753,서울,용산구,보광동,2018,4
630,3,11170700,1002,서울,용산구,보광동,2018,4
631,5,11170700,1202,서울,용산구,보광동,2018,4
632,22,11170700,1275,서울,용산구,보광동,2018,4
633,12,11170700,1319,서울,용산구,보광동,2018,4
634,2,11170700,1421,서울,용산구,보광동,2018,4
635,19,11170700,1370,서울,용산구,보광동,2018,4
636,9,11170700,1416,서울,용산구,보광동,2018,4
639,20,11170700,1370,서울,용산구,보광동,2018,4
640,7,11170700,1446,서울,용산구,보광동,2018,4
641,8,11170700,1410,서울,용산구,보광동,2018,4
12588,21,11170510,1400,서울,용산구,후암동,2018,4
12593,20,11170510,1320,서울,용산구,후암동,2018,4
12594,10,11170510,1205,서울,용산구,후암동,2018,4
12595,0,11170510,1105,서울,용산구,후암동,2018,4
12596,17,11170510,984,서울,용산구,후암동,2018,4
12597,7,11170510,942,서울,용산구,후암동,2018,4
12614,1,11170520,786,서울,용산구,용산2가동,2018,4
12615,18,11170520,555,서울,용산구,용산2가동,2018,4
12616,8,11170520,509,서울,용산구,용산2가동,2018,4
12619,14,11170520,545,서울,용산구,용산2가동,2018,4
12620,12,11170530,1151,서울,용산구,남영동,2018,4
12621,2,11170530,715,서울,용산구,남영동,2018,4
12622,19,11170530,1070,서울,용산구,남영동,2018,4
12623,9,11170530,960,서울,용산구,남영동,2018,4
12627,20,11170555,613,서울,용산구,청파동,2018,4
12628,10,11170555,613,서울,용산구,청파동,2018,4
12629,0,11170555,570,서울,용산구,청파동,2018,4
12630,17,11170555,579,서울,용산구,청파동,2018,4
12644,22,11170555,544,서울,용산구,청파동,2018,4
12645,12,11170555,573,서울,용산구,청파동,2018,4
12646,2,11170555,529,서울,용산구,청파동,2018,4
12647,19,11170555,563,서울,용산구,청파동,2018,4
12657,9,11170560,565,서울,용산구,원효로1동,2018,4
12664,23,11170560,605,서울,용산구,원효로1동,2018,4
12669,14,11170560,515,서울,용산구,원효로1동,2018,4
12684,21,11170570,464,서울,용산구,원효로2동,2018,4
12685,11,11170570,454,서울,용산구,원효로2동,2018,4
12686,1,11170570,485,서울,용산구,원효로2동,2018,4
12687,18,11170570,456,서울,용산구,원효로2동,2018,4
12695,3,11170570,501,서울,용산구,원효로2동,2018,4
12699,22,11170580,572,서울,용산구,효창동,2018,4
12700,12,11170580,521,서울,용산구,효창동,2018,4
12701,16,11170580,522,서울,용산구,효창동,2018,4
12702,20,11170580,547,서울,용산구,효창동,2018,4
12703,10,11170580,521,서울,용산구,효창동,2018,4
12704,0,11170580,494,서울,용산구,효창동,2018,4
12705,17,11170580,533,서울,용산구,효창동,2018,4
12709,16,11170590,478,서울,용산구,용문동,2018,4
12710,6,11170590,548,서울,용산구,용문동,2018,4
12716,7,11170590,497,서울,용산구,용문동,2018,4
12723,1,11170590,487,서울,용산구,용문동,2018,4
12724,18,11170590,409,서울,용산구,용문동,2018,4
12725,1,11170625,644,서울,용산구,한강로동,2018,4
12726,18,11170625,1134,서울,용산구,한강로동,2018,4
12727,2,11170625,635,서울,용산구,한강로동,2018,4
12728,19,11170625,1078,서울,용산구,한강로동,2018,4
12730,22,11170625,816,서울,용산구,한강로동,2018,4
12731,12,11170625,1152,서울,용산구,한강로동,2018,4
12735,6,11170625,717,서울,용산구,한강로동,2018,4
12740,21,11170625,946,서울,용산구,한강로동,2018,4
12749,16,11170630,458,서울,용산구,이촌1동,2018,4
12762,22,11170630,476,서울,용산구,이촌1동,2018,4
12776,12,11170640,451,서울,용산구,이촌2동,2018,4
12777,2,11170640,481,서울,용산구,이촌2동,2018,4
12778,19,11170640,475,서울,용산구,이촌2동,2018,4
12780,13,11170640,774,서울,용산구,이촌2동,2018,4
12781,3,11170640,790,서울,용산구,이촌2동,2018,4
12783,11,11170640,758,서울,용산구,이촌2동,2018,4
12784,1,11170640,760,서울,용산구,이촌2동,2018,4
12785,18,11170640,730,서울,용산구,이촌2동,2018,4
12787,23,11170650,1064,서울,용산구,이태원1동,2018,4
12788,13,11170650,1307,서울,용산구,이태원1동,2018,4
12789,3,11170650,1588,서울,용산구,이태원1동,2018,4
12792,7,11170650,1191,서울,용산구,이태원1동,2018,4
12793,1,11170650,1873,서울,용산구,이태원1동,2018,4
12794,18,11170650,1506,서울,용산구,이태원1동,2018,4
12795,8,11170650,1213,서울,용산구,이태원1동,2018,4
12799,9,11170660,1011,서울,용산구,이태원2동,2018,4
12800,13,11170660,1033,서울,용산구,이태원2동,2018,4
12801,15,11170660,1043,서울,용산구,이태원2동,2018,4
12802,5,11170660,1057,서울,용산구,이태원2동,2018,4
12808,7,11170685,1059,서울,용산구,한남동,2018,4
12809,21,11170685,1115,서울,용산구,한남동,2018,4
12810,11,11170685,1164,서울,용산구,한남동,2018,4
12811,1,11170685,1211,서울,용산구,한남동,2018,4
12812,18,11170685,1304,서울,용산구,한남동,2018,4
12813,8,11170685,1240,서울,용산구,한남동,2018,4
12836,16,11170690,1348,서울,용산구,서빙고동,2018,4
12837,6,11170690,1118,서울,용산구,서빙고동,2018,4
12838,10,11170690,830,서울,용산구,서빙고동,2018,4
12844,20,11170690,747,서울,용산구,서빙고동,2018,4
12863,15,11170700,519,서울,용산구,보광동,2018,4
12870,10,11170700,549,서울,용산구,보광동,2018,4
24804,4,11170520,588,서울,용산구,용산2가동,2018,4
24872,2,11170580,575,서울,용산구,효창동,2018,4
24873,19,11170580,636,서울,용산구,효창동,2018,4
24874,6,11170580,571,서울,용산구,효창동,2018,4
24895,11,11170590,524,서울,용산구,용문동,2018,4
24900,8,11170590,558,서울,용산구,용문동,2018,4
24901,8,11170625,883,서울,용산구,한강로동,2018,4
24922,4,11170625,755,서울,용산구,한강로동,2018,4
24956,8,11170640,540,서울,용산구,이촌2동,2018,4
24958,14,11170640,531,서울,용산구,이촌2동,2018,4
25035,0,11170700,524,서울,용산구,보광동,2018,4
25036,17,11170700,461,서울,용산구,보광동,2018,4
36911,23,11170520,540,서울,용산구,용산2가동,2018,4
36912,13,11170520,576,서울,용산구,용산2가동,2018,4
36930,20,11170530,1082,서울,용산구,남영동,2018,4
36931,22,11170530,965,서울,용산구,남영동,2018,4
36933,7,11170530,864,서울,용산구,남영동,2018,4
36969,23,11170570,572,서울,용산구,원효로2동,2018,4
37031,14,11170630,604,서울,용산구,이촌1동,2018,4
37054,7,11170640,607,서울,용산구,이촌2동,2018,4
37059,5,11170640,574,서울,용산구,이촌2동,2018,4
37072,21,11170650,1095,서울,용산구,이태원1동,2018,4
37073,11,11170650,970,서울,용산구,이태원1동,2018,4
37099,20,11170685,745,서울,용산구,한남동,2018,4
37121,5,11170690,636,서울,용산구,서빙고동,2018,4
37137,14,11170700,497,서울,용산구,보광동,2018,4
37138,4,11170700,594,서울,용산구,보광동,2018,4
49014,5,11170530,879,서울,용산구,남영동,2018,4
49019,15,11170530,1308,서울,용산구,남영동,2018,4
49045,21,11170560,722,서울,용산구,원효로1동,2018,4
49046,22,11170560,743,서울,용산구,원효로1동,2018,4
49075,20,11170570,648,서울,용산구,원효로2동,2018,4
49076,10,11170570,655,서울,용산구,원효로2동,2018,4
49147,21,11170630,730,서울,용산구,이촌1동,2018,4
49161,11,11170630,768,서울,용산구,이촌1동,2018,4
49181,4,11170640,713,서울,용산구,이촌2동,2018,4
49183,16,11170650,1316,서울,용산구,이태원1동,2018,4
49184,6,11170650,1118,서울,용산구,이태원1동,2018,4
49191,22,11170660,782,서울,용산구,이태원2동,2018,4
49253,11,11170700,615,서울,용산구,보광동,2018,4
60965,3,11170520,653,서울,용산구,용산2가동,2018,4
60966,20,11170520,689,서울,용산구,용산2가동,2018,4
60967,10,11170520,647,서울,용산구,용산2가동,2018,4
60968,0,11170520,611,서울,용산구,용산2가동,2018,4
60969,17,11170520,587,서울,용산구,용산2가동,2018,4
60970,7,11170520,537,서울,용산구,용산2가동,2018,4
60981,0,11170530,766,서울,용산구,남영동,2018,4
60982,17,11170530,1152,서울,용산구,남영동,2018,4
60984,14,11170530,1176,서울,용산구,남영동,2018,4
61022,12,11170560,609,서울,용산구,원효로1동,2018,4
61029,13,11170570,531,서울,용산구,원효로2동,2018,4
61055,15,11170580,670,서울,용산구,효창동,2018,4
61056,5,11170580,633,서울,용산구,효창동,2018,4
61058,3,11170580,667,서울,용산구,효창동,2018,4
61073,5,11170590,706,서울,용산구,용문동,2018,4
61074,2,11170590,688,서울,용산구,용문동,2018,4
61075,19,11170590,591,서울,용산구,용문동,2018,4
61076,9,11170590,613,서울,용산구,용문동,2018,4
61160,14,11170660,704,서울,용산구,이태원2동,2018,4
61161,4,11170660,713,서울,용산구,이태원2동,2018,4
61162,21,11170660,705,서울,용산구,이태원2동,2018,4
61163,11,11170660,687,서울,용산구,이태원2동,2018,4
61164,1,11170660,726,서울,용산구,이태원2동,2018,4
61165,18,11170660,670,서울,용산구,이태원2동,2018,4
61176,0,11170685,732,서울,용산구,한남동,2018,4
61177,17,11170685,803,서울,용산구,한남동,2018,4
61179,14,11170685,789,서울,용산구,한남동,2018,4
61196,22,11170690,641,서울,용산구,서빙고동,2018,4
61197,12,11170690,733,서울,용산구,서빙고동,2018,4
61198,2,11170690,547,서울,용산구,서빙고동,2018,4
61199,19,11170690,655,서울,용산구,서빙고동,2018,4
61200,9,11170690,673,서울,용산구,서빙고동,2018,4
61214,1,11170700,484,서울,용산구,보광동,2018,4
61215,18,11170700,411,서울,용산구,보광동,2018,4
73008,4,11170530,716,서울,용산구,남영동,2018,4
73062,4,11170570,456,서울,용산구,원효로2동,2018,4
73077,23,11170580,453,서울,용산구,효창동,2018,4
73089,22,11170590,443,서울,용산구,용문동,2018,4
73090,12,11170590,373,서울,용산구,용문동,2018,4
73226,21,11170700,362,서울,용산구,보광동,2018,4
97132,11,11170530,990,서울,용산구,남영동,2018,4
97312,8,11170660,511,서울,용산구,이태원2동,2018,4
109538,2,11170650,1334,서울,용산구,이태원1동,2018,4
109539,19,11170650,1026,서울,용산구,이태원1동,2018,4
109540,9,11170650,764,서울,용산구,이태원1동,2018,4
121504,21,11170530,878,서울,용산구,남영동,2018,4
121605,5,11170625,647,서울,용산구,한강로동,2018,4
121659,22,11170650,898,서울,용산구,이태원1동,2018,4
158010,12,11170650,909,서울,용산구,이태원1동,2018,4
193912,1,11170530,646,서울,용산구,남영동,2018,4
193913,18,11170530,991,서울,용산구,남영동,2018,4
193914,8,11170530,833,서울,용산구,남영동,2018,4
